# time,JS220-005622.i,JS220-005622.v
1.076711472123861313e-01,3.906419128179550171e-02,5.102946281433105469e+00
1.078201467171311378e-01,3.907081112265586853e-02,5.103177070617675781e+00
1.079691471531987190e-01,4.134488478302955627e-02,5.102254867553710938e+00
1.081181475892663002e-01,3.967306762933731079e-02,5.102984428405761719e+00
1.082681473344564438e-01,3.692572191357612610e-02,5.104048728942871094e+00
1.084171477705240250e-01,4.136293381452560425e-02,5.102236270904541016e+00
1.085661482065916061e-01,4.053134843707084656e-02,5.102731227874755859e+00
1.087151486426591873e-01,3.687465935945510864e-02,5.103884696960449219e+00
1.088641481474041939e-01,2.613620087504386902e-02,5.108568668365478516e+00
1.090131485834717751e-01,1.759923435747623444e-02,5.112324237823486328e+00
1.091621490195393562e-01,2.013947442173957825e-02,5.111041545867919922e+00
1.093111494556069374e-01,2.018653787672519684e-02,5.111279010772705078e+00
1.094611492007970810e-01,2.317214384675025940e-02,5.109910011291503906e+00
1.096101496368646622e-01,2.308840677142143250e-02,5.109969615936279297e+00
1.097591500729322433e-01,2.203176356852054596e-02,5.110375404357910156e+00
1.099081495776772499e-01,2.264361269772052765e-02,5.110085487365722656e+00
1.100571500137448311e-01,2.469803951680660248e-02,5.109014034271240234e+00
1.102061504498124123e-01,2.102454006671905518e-02,5.110756397247314453e+00
1.103551508858799934e-01,1.773606613278388977e-02,5.112153530120849609e+00
1.105041503906250000e-01,1.841062679886817932e-02,5.111672878265380859e+00
1.106541510671377182e-01,1.991456374526023865e-02,5.111156463623046875e+00
1.108031515032052994e-01,2.213625051081180573e-02,5.110359191894531250e+00
1.109521510079503059e-01,2.247316949069499969e-02,5.110701560974121094e+00
1.111011514440178871e-01,2.301117219030857086e-02,5.110468387603759766e+00
1.112501518800854683e-01,2.238079346716403961e-02,5.110404968261718750e+00
1.113991523161530495e-01,2.131387218832969666e-02,5.110961437225341797e+00
1.115481518208980560e-01,2.008187025785446167e-02,5.111535549163818359e+00
1.116971522569656372e-01,1.689118333160877228e-02,5.112739086151123047e+00
1.118471529334783554e-01,2.560581453144550323e-02,5.108792781829833984e+00
1.119961524382233620e-01,2.547969482839107513e-02,5.109247684478759766e+00
1.121451528742909431e-01,2.055704034864902496e-02,5.110954761505126953e+00
1.122941533103585243e-01,2.096075192093849182e-02,5.111143589019775391e+00
1.124431537464261055e-01,2.015637792646884918e-02,5.111170768737792969e+00
1.125921532511711121e-01,2.031355723738670349e-02,5.111341953277587891e+00
1.127411536872386932e-01,2.671643719077110291e-02,5.108830928802490234e+00
1.128911543637514114e-01,2.670973353087902069e-02,5.108768939971923828e+00
1.130401538684964180e-01,1.704912632703781128e-02,5.112940311431884766e+00
1.131891543045639992e-01,1.645366102457046509e-02,5.113206863403320312e+00
1.133381547406315804e-01,1.659050770103931427e-02,5.113044261932373047e+00
1.134871551766991615e-01,1.676139235496520996e-02,5.112943172454833984e+00
1.136361546814441681e-01,1.668148487806320190e-02,5.113051414489746094e+00
1.137851551175117493e-01,1.689506694674491882e-02,5.112837791442871094e+00
1.139341555535793304e-01,1.924888417124748230e-02,5.112212181091308594e+00
1.140841552987694740e-01,2.400044351816177368e-02,5.109863281250000000e+00
1.142331557348370552e-01,2.406525239348411560e-02,5.109655857086181641e+00
1.143821561709046364e-01,2.644216455519199371e-02,5.108592510223388672e+00
1.145311566069722176e-01,2.541495114564895630e-02,5.108957290649414062e+00
1.146801561117172241e-01,2.625202201306819916e-02,5.108853340148925781e+00
1.148291565477848053e-01,2.633466012775897980e-02,5.108831405639648438e+00
1.149781569838523865e-01,2.806837297976016998e-02,5.108030319213867188e+00
1.151271574199199677e-01,1.878675445914268494e-02,5.111985683441162109e+00
1.152771571651101112e-01,1.696812175214290619e-02,5.112545013427734375e+00
1.154261576011776924e-01,1.676541008055210114e-02,5.112572669982910156e+00
1.155751580372452736e-01,1.673961803317070007e-02,5.112998485565185547e+00
1.157241575419902802e-01,1.674871332943439484e-02,5.113001346588134766e+00
1.158731579780578613e-01,1.658416911959648132e-02,5.112878799438476562e+00
1.160221584141254425e-01,2.223777957260608673e-02,5.110097408294677734e+00
1.161711588501930237e-01,3.057991713285446167e-02,5.106747627258300781e+00
1.163201583549380302e-01,2.310781739652156830e-02,5.109967708587646484e+00
1.164701590314507484e-01,1.948127709329128265e-02,5.112080097198486328e+00
1.166191594675183296e-01,3.976838663220405579e-02,5.102617740631103516e+00
1.167681589722633362e-01,4.196533560752868652e-02,5.102107524871826172e+00
1.169171594083309174e-01,3.919193893671035767e-02,5.103292942047119141e+00
1.170661598443984985e-01,3.678650036454200745e-02,5.104184150695800781e+00
1.172151602804660797e-01,3.636232763528823853e-02,5.104613780975341797e+00
1.173641597852110863e-01,3.624707832932472229e-02,5.104523181915283203e+00
1.175141604617238045e-01,3.821895271539688110e-02,5.103782653808593750e+00
1.176631608977913857e-01,3.773052990436553955e-02,5.104049205780029297e+00
1.178121604025363922e-01,3.595406189560890198e-02,5.104517459869384766e+00
1.179611608386039734e-01,3.628581762313842773e-02,5.104506015777587891e+00
1.181101612746715546e-01,3.895321860909461975e-02,5.103266239166259766e+00
1.182591617107391357e-01,4.086499288678169250e-02,5.102597713470458984e+00
