# time,JS220-005622.i,JS220-005622.v
2.399804070591926575e-02,1.999639421701431274e-01,5.034700870513916016e+00
2.403604052960872650e-02,2.009942233562469482e-01,5.034580230712890625e+00
2.407404035329818726e-02,2.015040814876556396e-01,5.034574508666992188e+00
2.411204017698764801e-02,2.011315226554870605e-01,5.035129070281982422e+00
2.415004093199968338e-02,1.999747455120086670e-01,5.035756587982177734e+00
2.418804075568914413e-02,1.989558637142181396e-01,5.035955905914306641e+00
2.422604057937860489e-02,1.997292041778564453e-01,5.035581111907958984e+00
2.426404040306806564e-02,2.000003606081008911e-01,5.035424232482910156e+00
2.430204115808010101e-02,1.997902542352676392e-01,5.035375595092773438e+00
2.434004098176956177e-02,2.004687935113906860e-01,5.034768104553222656e+00
2.437804080545902252e-02,2.020186483860015869e-01,5.034307003021240234e+00
2.441604062914848328e-02,2.012015283107757568e-01,5.033652305603027344e+00
2.445404138416051865e-02,2.009988278150558472e-01,5.034359455108642578e+00
2.449204120784997940e-02,2.026742398738861084e-01,5.034736633300781250e+00
2.453004103153944016e-02,2.019752264022827148e-01,5.034401416778564453e+00
2.456804085522890091e-02,2.016411274671554565e-01,5.034321308135986328e+00
2.460604161024093628e-02,2.005634158849716187e-01,5.034667491912841797e+00
2.464404143393039703e-02,2.009424120187759399e-01,5.035030364990234375e+00
2.468204125761985779e-02,2.019072771072387695e-01,5.034098148345947266e+00
2.472004108130931854e-02,2.008363157510757446e-01,5.034934997558593750e+00
2.475804183632135391e-02,2.001776546239852905e-01,5.035373687744140625e+00
2.479604166001081467e-02,2.007911801338195801e-01,5.034774303436279297e+00
2.483404148370027542e-02,1.999568641185760498e-01,5.035416126251220703e+00
2.487204223871231079e-02,1.998339146375656128e-01,5.035178661346435547e+00
2.491004206240177155e-02,1.998340338468551636e-01,5.035452842712402344e+00
2.494804188609123230e-02,2.001398056745529175e-01,5.035789966583251953e+00
2.498604170978069305e-02,1.996668428182601929e-01,5.035207271575927734e+00
2.502404246479272842e-02,1.991632133722305298e-01,5.035422325134277344e+00
2.506204228848218918e-02,2.006890922784805298e-01,5.035723209381103516e+00
2.510104235261678696e-02,1.998887062072753906e-01,5.035608768463134766e+00
